impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-141969,A653307,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A653307,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Joe,Cat,6 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,11/21/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653307,Image Copyright HLP Inc. 2022,"Received on: 2021-11-21<p/> Description: Brn Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 6 YEARS 1 MONTH<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Joe and I am available for adoption.<p/><p/>My adoption fee was paid for by a generous donor so that I can find my forever home even faster!<p/><p/>I was brought in by a good Samaritan on 11/21/2021.<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>Current medical conditions are noted below.<p/><p/>1)  Feline Immunodeficiency Virus Infection (FIV)- FIV is a viral infection that is transmitted between cats usually through fighting.  This is a lifelong infection with no cure.  FIV cats can have shorter lifespans, however many of them can live many years in good health with proper management and care.  Please refer to the information handout provided.<p/><p/>2)  This cat had moderate dental tartar.  He had a dental cleaning while under anesthesia for his neuter.  He is missing some teeth already.  He most likely will need dental care, and possibly extractions, in the future.  Please follow up with your regular veterinarian.[Affectionate]  I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/>",RED
K22-142982,A655395,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374851,In Public Home,,Dog,Unknown<p/>,Female,American Pit Bull Terrier,Brown,12/31/2021 12:00:00 AM,Date Found,42ND  AND EASTERN IN WALLINGFORD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374851,Image Copyright HLP Inc. 2022,"Description: Female Pitbull appears to have given birth recently/is currently nursing. No tag, but a leather collar with spikes/studs on the outside.<p/>Age: Unknown<p/>Found Near: 42nd and Eastern in Wallingford, Seattle WA  98103<p/>Found Date: 2021-12-31<p/>",
K21-142825,A655048,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370594,LOST,Squeaks (pip,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,12/22/2021 12:00:00 AM,Date Lost,2ND  AVE AND W. WILLIS ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370594,Image Copyright HLP Inc. 2022,"Description: See photo...8.4 pound fully intact 3 year old male cat<p/>Age: Over 1 year<p/>Location Lost: 2nd Ave and W. Willis St., Kent WA  98032<p/>Lost Date: 2021-12-22<p/>",
K22-143146,A649487,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A649487,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Apollo,Dog,5 YEARS 3 MONTHS,Neutered Male,Pit Bull,White / Tan,01/08/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A649487,Image Copyright HLP Inc. 2022,"Received on: 2022-01-08<p/> Description: White / Tan<p/>  Neutered Male Pit Bull Dog<p/> Age: 5 YEARS 3 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Apollo and I am available for adoption.<p/><p/>I was brought in by my previous owner on September 29, 2021 because they could not longer care for me and I am a big guy!  I was brought back on January 8, 2022 because of family matters.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have observed that I might not get along with other dogs. I would do best as the only dog in my new home.<p/><p/>I would do best in a home without children.<p/><p/><p/>",RED
K21-142214,A653740,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2359342,In Public Home,,Cat,Under 1 year<p/>,Male,American Shorthair,Unknown,11/30/2021 12:00:00 AM,Date Found,LAWSON  AND BLACK DIAMOND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2359342,Image Copyright HLP Inc. 2022,"Description: Dark Gray and White very lovable. Showed up about a month ago.<p/>Age: Under 1 year<p/>Found Near: Lawson and Black Diamond, Black Diamond WA  98010<p/>Found Date: 2022-10-30<p/>",
K21-142927,A655287,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655287,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Avatar,Dog,4 YEARS,Male,Pit Bull,Blue / White,12/30/2021 12:00:00 AM,Received on,14900 block of  SE 272ND ST,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655287,Image Copyright HLP Inc. 2022,"Received on: 2021-12-30<p/> Found Near: 14900 block of  SE 272ND ST<p/> Description: Blue / White Male Pit Bull Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-142426,A654248,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2362461,LOST,Kenny,Dog,Under 1 year<p/>,Male,Pembroke Welsh Corgi,Unknown,12/07/2021 12:00:00 AM,Date Lost,18800 block of  72ND AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2362461,Image Copyright HLP Inc. 2022,"Description: Black with white and a bit of brown. Trim tail<p/>Age: Under 1 year<p/>Location Lost: 18815 72nd Ave S, Kent, Kent WA  98032<p/>Lost Date: 2021-12-07<p/>",
K21-142654,A618557,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A618557,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sweety,Cat,3 YEARS 5 MONTHS,Neutered Male,Domestic Shorthair,Black / White,12/16/2021 12:00:00 AM,Received on,200 block of  5TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A618557,Image Copyright HLP Inc. 2022,"Received on: 2021-12-16<p/> Found Near: 200 block of  5TH AVE S<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K22-143307,A655242,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655242,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mochi,Dog,3 YEARS,Spayed Female,Chihuahua - Smooth Coated / Dachshund,Tan,01/15/2022 12:00:00 AM,Received on,28800 block of  45TH PL S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655242,Image Copyright HLP Inc. 2022,"Received on: 2022-01-15<p/> Found Near: 28800 block of  45TH PL S<p/> Description: Tan Spayed Female Chihuahua - Smooth Coated / Dachshund Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-142673,A654731,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2367422,LOST,Katara,Dog,Over 1 year<p/>,Female,Australian Shepherd,Unknown,12/15/2021 12:00:00 AM,Date Lost,19TH  AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2367422,Image Copyright HLP Inc. 2022,"Description: She is white black and brown she has white black and brown on her face she has black spots all over her body she has brown spots on her feet and legs she is a medium size dog and he’s very scared of people<p/>Age: Over 1 year<p/>Location Lost: 19th Ave se, Everett WA  98208<p/>Lost Date: 2021-12-15<p/>",
K22-143292,A653447,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A653447,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kodie,Dog,3 YEARS 1 MONTH,Neutered Male,Pit Bull,Gray / White,01/14/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653447,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Description: Gray / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 3 YEARS 1 MONTH<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kodie and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on November 24, 2021.<p/><p/>I may be big, but don't let that fool you I'm a love bug!<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>I will need to find a home where someone is available for me in these early days. It is important to be consistent with me and socialize me so I can have the best companionship with people and other animals. I require patience because everything is brand new so I will need some TLC while I learn. Shelter staff is unsure if I am crate trained yet and teaching me those skills will help tremendously on a road to success! If you and your family are ready to fall in love my awesome self, please check me out!!<p/>",RED
K22-143010,A655438,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2375487,LOST,Asher,Dog,Over 1 year<p/>,Female,Labrador Retriever,Black,01/02/2022 12:00:00 AM,Date Lost,1700 block of  3RD AVE N NEAR BLAINE AND HAYES.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2375487,Image Copyright HLP Inc. 2022,"Description: Lean (not stocky) 5yr old Black Lab, Turquoise collar. Some grey near her mouth.<p/>Age: Over 1 year<p/>Location Lost: 1718 3rd Ave N near Blaine and Hayes., Seattle WA  98109-2828<p/>Lost Date: 2022-01-02<p/>",
K21-142865,A655132,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371968,LOST,Luna,Dog,Over 1 year<p/>,Female,German Shepherd,Brown,12/26/2021 12:00:00 AM,Date Lost,31200 block of  202ND AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371968,Image Copyright HLP Inc. 2022,"Description: MISSING!!! German Shepherd, Husky mix.<p/>Her name is Luna, she is very friendly and playful. She was last seen 12/26 at 12:30pm near our home in East Lake Morton Estates. We have searched for hours, posted on multiple FB groups and are hopeful she will be Found. <p/>She is microchipped and was wearing a magenta tribal print collar with id tags on it.<p/><p/>Last seen at 202nd Ave SE & 200th Ave SE in Kent<p/>Age: Over 1 year<p/>Location Lost: 31201 202nd Ave SE, Kent WA  98042<p/>Lost Date: 2021-12-26<p/>",
K22-143156,A655770,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2378896,LOST,Dexter,Dog,Over 1 year<p/>,Male,Dachshund - Long-Haired,Brown,01/09/2022 12:00:00 AM,Date Lost,27000 block of  111TH PLACE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2378896,Image Copyright HLP Inc. 2022,"Description: Chihuaua/ Dachshund mix.  Brown & white. <p/>Age: Over 1 year<p/>Location Lost: 27052 111th Place SE, Kent WA  98030<p/>Lost Date: 2022-01-09<p/>",
K22-143329,A656200,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656200,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Male,Domestic Shorthair,Gray Tabby,01/16/2022 12:00:00 AM,Received on,17200 block of  SE WAX RD,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656200,Image Copyright HLP Inc. 2022,"Received on: 2022-01-16<p/> Found Near: 17200 block of  SE WAX RD<p/> Description: Gray Tabby Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143253,A656092,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2381006,LOST,"Puggy (""pugp",Dog,Over 1 year<p/>,Male,Pug,Unknown,01/13/2022 12:00:00 AM,Date Lost,148TH  AVE NE BELLEVUE,NEAR PRO CLUB FROM RACQUET CLUB ES,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2381006,Image Copyright HLP Inc. 2022,"Description: $1000 REWARD!!!!!               Very friendly, loves people and animals especially loves kitties. fawn color (typical Pug, black face and tan/ apricot color body).  He can't wear a collar because of breathing problems. <p/>Age: Over 1 year<p/>Location Lost: 148th Ave NE Bellevue , near Pro Club, from Racquet Club Estates, Bellevue WA  98007<p/>Lost Date: 2022-01-13<p/>",
K22-143148,A655747,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2378590,LOST,Gracie,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,12/24/2021 12:00:00 AM,Date Lost,30TH  AVE SW & SW 320TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2378590,Image Copyright HLP Inc. 2022,"Description: When she left my home she was wearing a pink and rose gold pineapple collar, with a bell (although she loses collars so she may not have it on anymore). She is around 8 pounds, she is a year and a half old. She has a distinct stripe on her chest and a bushy raccoon-like striped tail. <p/>Age: Over 1 year<p/>Location Lost: 30th Ave SW & SW 320th St, Federal Way WA  98023<p/>Lost Date: 2021-12-24<p/>",
K22-142983,A655396,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374872,In Public Home,Margaret Har,Dog,Unknown<p/>,Female,Airedale Terrier,Brown,01/01/2022 12:00:00 AM,Date Found,NE  145TH ST. & 132ND AVE. NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374872,Image Copyright HLP Inc. 2022,"Description: Found near Tolt Pipeline trail, wearing a collar & pink coat<p/>Age: Unknown<p/>Found Near: NE 145th St. & 132nd Ave. NE, Woodinville WA  98072<p/>Found Date: 2022-01-01<p/>",
K22-143339,A656244,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382782,LOST,Charley,Dog,Over 1 year<p/>,Male,Golden Retriever,Unknown,01/17/2022 12:00:00 AM,Date Lost,36TH  AVE SW AND 323RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382782,Image Copyright HLP Inc. 2022,"Description: Charley is an older fog that we rescued from Gig Harbor Womens Prison three years ago.  He’s a happy guy snd loves people and other dogs, and can be playful.  He has a “alert bark” but not normally aggressive.<p/>Age: Over 1 year<p/>Location Lost: 36th Ave SW and 323rd, Federal Way WA  98023<p/>Lost Date: 2022-01-17<p/>",
K21-142847,A655078,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370858,LOST,Gauche,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,12/23/2021 12:00:00 AM,Date Lost,N  181ST CT & DAYTON AVE NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370858,Image Copyright HLP Inc. 2022,"Description: Orange and white. He has a little bit missing from the top of his right ear. He's very friendly. He's also deaf.<p/>Age: Over 1 year<p/>Location Lost: N 181st Ct &  Dayton Ave NW, Seattle WA  98133<p/>Lost Date: 2021-12-23<p/>",
K21-142498,A654390,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2363958,LOST,Lucky,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,12/06/2021 12:00:00 AM,Date Lost,1600 block of  SOUTH 308 TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2363958,Image Copyright HLP Inc. 2022,"Description: Black domestic shorthaired medium build , and he turns two years old in March of next year. He also had a white flea collar on<p/>Age: Over 1 year<p/>Location Lost: 1650 south 308 th St apt 35, Federal Way WA  98003<p/>Lost Date: 2021-12-06<p/>",
K22-143241,A652276,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652276,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tabatha,Cat,12 YEARS 2 MONTHS,Spayed Female,Domestic Shorthair,Tortie / Brn Tabby,01/13/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652276,Image Copyright HLP Inc. 2022,"Received on: 2022-01-13<p/> Description: Tortie / Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Tabatha and I am available for adoption!<p/><p/>I was brought in by a good samaritian on November 5, 2021.<p/><p/>I am an independent kitty who likes to do my own thing, but I also would love a lap to cuddle up on duing the cold days. <p/><p/>My caregivers have noticed that I seem to do well with other cats. I don't seem to care about the ones around me.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Current medical conditions are noted below.<p/><p/>1)     Arthritis<p/><p/>Osteoarthritis is a progressive, degenerative disease of the joints.  Causes may include previous injury or joint disease, or genetic predisposition. Treatment is focused on lifelong management of the disease, rather than a cure.  Maintaining a healthy weight and a moderate activity level is an important aspect of treatment.  Daily medication, nutritional supplements or alternative therapies may be recommended.  Please follow up with your regular veterinarian to formulate a treatment plan for your new pet.<p/><p/>2)  This animal has been diagnosed as hyperthyroid.  This means that thyroid gland is producing an excess of hormones.  This disease can be easily managed with daily medication, radioactive iodine treatment or prescription diet.  Please follow up with you regular veterinarian to create a treatment plan.  We have also included a handout with more information about this disease.<p/>",GREEN
